dataset_id,dataset_family,dataset_name,provider_name,provider_type,primary_url,api_url,download_url,documentation_url,metadata_url,access_type,api_available,api_type,supports_bulk_download,requires_registration,rate_limits,authentication_method,data_format_primary,data_format_secondary,metadata_standard,compression,coordinate_reference_system,grid_type,description_short,description_long,primary_variables,derived_variables,spatial_representation,intended_use_cases,spatial_scope,spatial_resolution,spatial_units,geographic_coverage_notes,temporal_coverage_start,temporal_coverage_end,temporal_resolution,update_frequency,timeliness,real_time_capability,first_release_year,current_version,versioning_scheme,maintenance_status,last_update_date,update_log_url,license_type,license_url,usage_constraints,citation_requirement,redistribution_allowed,quality_flags_available,uncertainty_fields_available,validation_method,dataset_limitations,related_datasets,parent_collection,child_datasets,duplicate_with,superseded_by,belongs_to_MCP_server,contact_email,contact_form_url,institution_country,funding_agency,notes_internal,notes_for_MCP_wrapping,notes_for_agent_usage,provider,description,api_endpoint,thematic_type,temporal_coverage,data_formats,licence,notes,source_type,auth_env_hints,registration_required,registration_url
geobon_ebv_data_portal,GEOBON EBVs,GEOBON Essential Biodiversity Variables,GEO BON,global biodiversity observing network,https://portal.geobon.org/home,https://portal.geobon.org/api/swagger-ui/,https://portal.geobon.org/downloads/pdf/data-policy.pdf,,,open with terms,False,REST,True,True,,,,,,,,,EBV Data Portal,,,,mix of raster maps and tabular indicators,"headline biodiversity indicators, policy-relevant biodiversity monitoring",global / regional (depending on EBV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity/Indicators MCP,,,,,EBV-based indicators; good for tying occurrence-based models to policy metrics. Manual mapping applied for pattern 'portal.geobon.org'.,Auto-generated from primary URL; review and enrich manually.,,,,,,,,,,,,,
readthedocs_torchgeo.datasets_—_torchgeo_0.7.2_docum,TorchGeo,TorchGeo dataset wrappers,TorchGeo,open-source library,https://torchgeo.readthedocs.io/en/stable/api/datasets.html#module-torchgeo.datasets,https://torchgeo.readthedocs.io/en/stable/_sources/api/datasets.rst.txt,https://torchgeo.readthedocs.io/en/stable/api/datamodules.html,https://pytorch.org/executorch/stable/index.html,https://www.sciencebase.gov/catalog/item/573ccf18e4b0dae0d5e4b109,open,False,REST,True,True,,,,,,,,,Run PyTorch locally or get started quickly with one of the supported cloud platforms,,,,"raster & vector, ready for ML","ML training datasets for remote sensing (segmentation, classification, etc.)","various (global/regional, depends on underlying dataset)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local/ML Datasets MCP,,,,,Not a dataset itself; points to many ML-ready EO datasets. Manual mapping applied for pattern 'torchgeo.readthedocs.io/en/stable/api/datasets.html'. Manual mapping applied for pattern 'torchgeo.readthedocs.io'.,Auto-generated from primary URL; review and enrich manually.,,,,,,,,,,,,,
hansen_gfc_2025_v1_13,Hansen_GFC,Global Forest Change 2000–2025 v1.13,,,https://storage.googleapis.com/earthenginepartners-hansen/GFC-2025-v1.13/download.html,,,,,http(s)_tiles; GEE asset,,,,,,,,,,,,,,,,,,,global,,,,,,,annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hansen et al. / UMD / Google Earth Engine,"Global 30 m forest cover and change dataset including treecover2000, loss, gain, lossyear, datamask layers in 10x10 degree tiles.",GEE asset: projects/earthengine-legacy/assets/UMD/hansen/global_forest_change_2025_v1_13,forest_cover; forest_loss; land_cover,2000–2025,GeoTIFF; tiled 10x10 degree; GEE ImageCollection,open (research / non-commercial; see original site),Download page provides per-tile URLs and layer names; total global volume per layer <10 GB. Good candidate for EO/forest MCP.,manual,,,
wri_gfw_forest_carbon_gross_removals,GFW_Forest_Carbon,GFW Forest Carbon Gross Removals,,,https://datasets.wri.org/datasets/gfw-forest-carbon-gross-removals,,,,,HTTP; CKAN-style API,,,,,,,,,,,,,,,,,,,global,,,,,,,irregular; depends on GFW releases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Resources Institute / Global Forest Watch,Forest carbon gross removals dataset as published via WRI / GFW CKAN API. Provides spatially explicit carbon flux information.,https://datasets.wri.org/api/3/action/package_show?id=gfw-forest-carbon-gross-removals,forest_carbon; emissions; removals,varies by layer (see API metadata),raster; vector; tabular (as advertised in CKAN package),see WRI / GFW terms of use,Access metadata via CKAN package_show; individual resources have download URLs and formats. Good candidate for carbon / forest MCP.,manual,,,
google_solar_api,Google_Solar,Google Solar API,,,https://developers.google.com/maps/documentation/solar/overview,,,,,registration,,,,,,api_key,,,,,,,,,,,,,global,,,,,,,on_demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google,"Google Solar API provides solar potential data including rooftop analysis, solar panel configurations, and energy production estimates. Requires Google Cloud project with Solar API enabled.",https://solar.googleapis.com/v1,solar_potential; renewable_energy,current data; updated periodically,JSON,Google Maps Platform Terms of Service,"Access via REST API with API key or OAuth2. Provides building-level solar insights including imagery, data layers, and GeoTIFF downloads. Good candidate for solar/renewable energy MCP.",manual,"GOOGLE_MAPS_API_KEY, GOOGLE_APPLICATION_CREDENTIALS",True,https://console.cloud.google.com/apis/library/solar.googleapis.com
fao_faostat,FAO_FAOSTAT,FAO FAOSTAT - Food and Agriculture Statistics,,,https://www.fao.org/faostat/en/,,,,,open,,,,,,none,,,,,,,,,,,,,global,,,,,,,periodic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food and Agriculture Organization (FAO),"FAOSTAT provides free access to food and agriculture data for over 245 countries and territories. Covers SDG indicators related to agriculture, food security, forestry, fisheries, land use, and rural development. Data available via SDMX REST API with structural metadata and dataflows.",https://nsi-release-ro-statsuite.fao.org/rest/data,agriculture; food_security; statistics,varies by indicator (1961-present for many series),"CSV, SDMX-JSON",open (FAO license),"SDMX REST API v1.0 with separate endpoints for structural metadata (/rest/dataflow, /rest/datastructure) and data (/rest/data/{flow_ref}). Requires Accept: application/vnd.sdmx.structure+json header for metadata. 28+ SDG indicator dataflows available. See docs/task3/fao/fao_api_fixes.md for details.",manual,,False,
fao_hand_in_hand_geospatial,FAO_Hand-in-Hand_Geospatial,FAO Hand-in-Hand Geospatial Platform,,,https://data.apps.fao.org/map/catalog/srv/eng/catalog.search,,,,,open,,,,,,none,,,,,,,,,,,,,global,,,,,,,periodic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food and Agriculture Organization (FAO),"FAO Hand-in-Hand Geospatial Platform provides geospatial data layers for agricultural development, food security, and rural development. Includes soil maps, land cover, climate data, and agricultural indicators. Data accessible via OGC CSW catalog and WMS/WFS services.",https://data.apps.fao.org/map/catalog/srv/eng/csw,agriculture; soil; climate; land_use; geospatial,varies by layer,"GeoTIFF, Shapefile, GeoJSON (via WMS/WFS)",open (FAO license),OGC CSW 2.0.2 catalog service for metadata discovery. Layers available via WMS (raster) and WFS (vector) services. Server currently experiencing 502 errors (documented server-side issue). Implementation complete and tested. See mcp_servers/fao_mcp.py and tests/test_fao_clients.py for details.,manual,,False,
copernicus_landcover_100m,COPERNICUS_LANDCOVER,Copernicus Global Land Cover 100m,,,https://land.copernicus.eu/en/products/global-dynamic-land-cover,,,,,open,,,,,,none,,,,,,,,,,,,,global,,,,,,,annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copernicus Global Land Service,"Copernicus Global Land Cover provides annual land cover maps at 100m resolution based on PROBA-V satellite data. Includes discrete classification and fractional cover for forest, crops, urban, water, and other classes. Available through WMS, direct download, and STAC API.",https://s3-eu-west-1.amazonaws.com/vito.landcover.global,land_cover; land_use,2015-present (annual),GeoTIFF; WMS; STAC,open (Copernicus data policy),STAC catalog available for programmatic access. Discrete classification uses LCCS (Land Cover Classification System). Suitable for change detection and land use monitoring. Good candidate for land cover MCP server.,manual,,False,
google_dynamic_world,DYNAMIC_WORLD,Google Dynamic World V1,,,https://dynamicworld.app/,,,,,open,,,,,,none,,,,,,,,,,,,,global,,,,,,,near_real_time (2-5 day latency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google / World Resources Institute,"Dynamic World is a near real-time 10m resolution global land cover dataset produced using Sentinel-2 imagery and deep learning. Provides probability estimates for 9 land cover classes: water, trees, grass, flooded vegetation, crops, shrub/scrub, built area, bare ground, and snow/ice. Available through Google Earth Engine and as Cloud Optimized GeoTIFFs.",https://www.dynamicworld.app/,land_cover; near_real_time,2015-present (near-real-time),GeoTIFF; Google Earth Engine,CC-BY-4.0,Updated continuously with 2-5 day latency. Accessible via Google Earth Engine asset: GOOGLE/DYNAMICWORLD/V1. Also available as COGs on AWS S3. Excellent for time series analysis and change detection. Good candidate for land cover MCP.,manual,,False,
geobon_ebv_portal,GEOBON_EBV,GEOBON Essential Biodiversity Variables,,,https://portal.geobon.org/,,,,,open,,,,,,none,,,,,,,,,,,,,global,,,,,,,periodic (varies by EBV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group on Earth Observations Biodiversity Observation Network (GEO BON),"Essential Biodiversity Variables (EBVs) are measurements essential for studying, reporting, and managing biodiversity change. The GEOBON portal provides standardized EBV data products covering genetic composition, species populations, species traits, community composition, ecosystem functioning, and ecosystem structure. Accessible via OGC web services and direct download.",https://portal.geobon.org/api/v1,biodiversity; ecosystem; species,varies by EBV (1980s-present for many),NetCDF; GeoTIFF; WMS; WCS,varies by EBV (mostly CC-BY or CC0),"EBV data cubes follow standardized format (NetCDF-CF with specific metadata). Portal provides WMS/WCS endpoints for visualization and data access. Categories include habitat structure, species distributions, phenology, and productivity. Good candidate for biodiversity/ecosystem MCP server.",manual,,False,
wdpa_protected_areas,WDPA_PROTECTED_AREAS,World Database on Protected Areas (WDPA),,,https://www.protectedplanet.net/,,,,,open,,,,,,api_key,,,,,,,,,,,,,global,,,,,,,monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNEP-WCMC / IUCN,"The World Database on Protected Areas (WDPA) is the most comprehensive global database of terrestrial and marine protected areas. Compiled by UNEP-WCMC and IUCN, it includes information on protected area boundaries, management categories (IUCN I-VI), governance types, and designation dates. Covers national parks, nature reserves, wilderness areas, and other conservation designations worldwide.",https://api.protectedplanet.net/,protected_areas; conservation; biodiversity,current (monthly updates),Shapefile; GeoPackage; GeoJSON; KML; CSV,open (non-commercial use; attribution required),"Available via Protected Planet portal and REST API. Downloadable by country or globally. Includes IUCN management categories, designation status, and spatial boundaries. API requires registration (free). Suitable for conservation planning, gap analysis, and protected area MCP server.",manual,PROTECTEDPLANET_API_KEY,True,https://api.protectedplanet.net/documentation
